tic,year,quarter,timestamp_p,section,section_id,speaker_name_P,speaker_title_P,presentation_text,finberttone_expected_value,finberttone_cumulative_tone,finberttone_change_point
AAPL,2021,1,1873.415,Pre,146,Luca Maestri,Chief Financial Officer,and our tax rate to be around 17%.,-9.72E-06,70.55761299,0
AAPL,2021,1,1890.264,Pre,147,Luca Maestri,Chief Financial Officer,"Finally, today our board of directors has declared a cash dividend of 20.5 cents per share of common stock payable on February 11, 2021 to shareholders of record as of February 8, 2021.",6.27E-06,70.55761926,0
AAPL,2021,1,1895.437,Pre,148,Luca Maestri,Chief Financial Officer,"With that, let's open the call to questions.",-0.000804856,70.5568144,0
AAPL,2021,1,1897.939,Pre,149,Tejas Ghatla,Director of Investor Relations and Corporate Finance,"Thank you, Luca.",0.098819412,70.65563382,0
AAPL,2021,1,1900.44,Pre,150,Tejas Ghatla,Director of Investor Relations and Corporate Finance,We ask that you limit yourself to two questions.,-0.003186618,70.6524472,0
AAPL,2021,2,4.01,Pre,1,Operator,Host,Good day and welcome to the Apple Q2 FY 2021 Earnings Conference call.,0.001088927,0.001088927,0
AAPL,2021,2,5.99,Pre,2,Operator,Host,Today's call is being recorded.,9.39E-05,0.001182845,0
AAPL,2021,2,13.692,Pre,3,Operator,Host,"At this time, for opening remarks and introductions, I'd like to turn the call over to Tejas Ghala, Director, Investor Relations and Corporate Finance.",-0.001266394,-8.35E-05,0
AAPL,2021,2,14.592,Pre,4,Operator,Host,Please go ahead.,-0.007251452,-0.007335001,0
AAPL,2021,2,16.972,Pre,5,Tejas Ghala,"Director, Investor Relations and Corporate Finance",Thank you.,0.159266192,0.151931191,0
AAPL,2021,2,19.433,Pre,6,Tejas Ghala,"Director, Investor Relations and Corporate Finance",Good afternoon and thank you for joining us.,0.5510278,0.702958991,0
AAPL,2021,2,25.434,Pre,7,Tejas Ghala,"Director, Investor Relations and Corporate Finance","Speaking first today is Apple CEO Tim Cook, and he'll be followed by CFO Luca Maestri.",-3.12E-06,0.702955874,0
AAPL,2021,2,28.715,Pre,8,Tejas Ghala,"Director, Investor Relations and Corporate Finance","After that, we'll open the call to questions from analysts.",-6.34E-05,0.702892495,0
AAPL,2021,2,52.941,Pre,9,Tejas Ghala,"Director, Investor Relations and Corporate Finance","Please note that some of the information you'll hear during our discussion today will consist of forward-looking statements, including, without limitation, those regarding revenue, gross margin, operating expenses, other income and expense, taxes, capital allocation, and future business outlook, including the potential impact of COVID-19 on the company's business results of operation.",-0.000979694,0.701912801,0
AAPL,2021,2,60.502,Pre,10,Tejas Ghala,"Director, Investor Relations and Corporate Finance",These statements involve risks and uncertainties that may cause actual results or trends to differ materially from our forecast.,-0.126272535,0.575640266,0
AAPL,2021,2,73.544,Pre,11,Tejas Ghala,"Director, Investor Relations and Corporate Finance","For more information, please refer to the risk factors discussed in Apple's most recently filed annual report on Form 10-K and the Form 8-K filed with the SEC today, along with the associated press release.",-0.004192028,0.571448237,0
AAPL,2021,2,81.506,Pre,12,Tejas Ghala,"Director, Investor Relations and Corporate Finance",Apple assumes no obligation to update any forward-looking statements or information which speak as of their respective dates.,-0.000160973,0.571287264,0
AAPL,2021,2,85.65,Pre,13,Tejas Ghala,"Director, Investor Relations and Corporate Finance",I'd now like to turn over the call to Tim for introductory remarks.,-0.000753566,0.570533698,0
AAPL,2021,2,87.15,Pre,14,Tim Cook,CEO,"Thanks, Tejas.",0.012763655,0.583297353,0
AAPL,2021,2,90.091,Pre,15,Tim Cook,CEO,"Good afternoon, everyone, and thanks for joining the call today.",0.771787244,1.355084597,0
AAPL,2021,2,102.945,Pre,16,Tim Cook,CEO,"Apple is proud to report another strong quarter, one where we set new March quarter records for both revenue and earnings, busting our year-ago revenue performance by 54%.",0.999999995,2.355084592,1
AAPL,2021,2,125.077,Pre,17,Tim Cook,CEO,"Reflecting both the enduring ways our products have helped our users meet this moment in their own lives, as well as the optimism consumers seem to feel about better days ahead, we set new March quarter records in every geographic segment, and success was broadly distributed across our product categories.",0.999999962,3.355084554,0
AAPL,2021,2,135.4,Pre,18,Tim Cook,CEO,"Mac and Services delivered all-time record results, and we set new March quarter records for iPhone and wearables, home, and accessories.",0.999999988,4.355084542,0
AAPL,2021,2,140.201,Pre,19,Tim Cook,CEO,"To provide some color on our results, let's turn to our product categories.",-2.30E-06,4.355082242,0
AAPL,2021,2,150.024,Pre,20,Tim Cook,CEO,"We saw very strong performance for iPhone, which grew 66% year over year, driven by the strong popularity of the iPhone 12 family.",0.999999996,5.355082239,0
AAPL,2021,2,163.493,Pre,21,Tim Cook,CEO,"With unmatched 5G capability, the best camera system ever in an iPhone, and advanced durability from Ceramic Shield, this family of devices is popular with both upgraders and new customers alike.",0.999999324,6.355081563,0
AAPL,2021,2,168.616,Pre,22,Tim Cook,CEO,"And just last week, we unveiled an all-new purple finish for iPhone 12 and 12 Mini.",0.000101966,6.355183528,0
AAPL,2021,2,176.38,Pre,23,Tim Cook,CEO,"As has been the case throughout the pandemic, iPad and Mac continue to be critically important tools for our customers.",0.83010843,7.185291958,0
AAPL,2021,2,187.547,Pre,24,Tim Cook,CEO,"Over the past year, tens of millions of iPads and Macs have been deployed to help students learn, creators create, and to enhance remote work in all of its forms.",0.001704771,7.18699673,0
AAPL,2021,2,195.132,Pre,25,Tim Cook,CEO,This has helped iPad grow very strong double digits to its highest March quarter revenue in nearly a decade.,0.999999997,8.186996726,0
AAPL,2021,2,203.052,Pre,26,Tim Cook,CEO,"On Mac, fueled by the M1, we set an all-time revenue record continuing the momentum for the product category.",0.999999994,9.18699672,0
AAPL,2021,2,208.994,Pre,27,Tim Cook,CEO,"In fact, the last three quarters for Mac have been its three best quarters ever.",0.999999102,10.18699582,0
AAPL,2021,2,213.235,Pre,28,Tim Cook,CEO,"Last week, both iPad and Mac took a big step forward.",0.951001997,11.13799782,0
AAPL,2021,2,223.858,Pre,29,Tim Cook,CEO,"We debuted a radically redesigned brand-new iMac designed around M1's unmatched capabilities, and we brought M1 to iPad for the first time.",0.999936072,12.13793389,0
AAPL,2021,2,229.48,Pre,30,Tim Cook,CEO,and a new iPad Pro with 5G capability and a Liquid Retina XDR display.,0.11082454,12.24875843,0
AAPL,2021,2,236.961,Pre,31,Tim Cook,CEO,"It was a quarter of sustained strength for wearables, home, and accessories, which grew by 25% year over year.",0.999999998,13.24875843,0
AAPL,2021,2,249.403,Pre,32,Tim Cook,CEO,"Apple Watch is a global success story, and the category set March quarter records in each geographic segment, thanks to strong performance from both Apple Watch Series 6 and Apple Watch SE.",0.999999991,14.24875842,0
AAPL,2021,2,260.155,Pre,33,Tim Cook,CEO,"It's an exciting and busy period ahead for wearables, home, and accessories, with the launch of the next generation Apple TV 4K and our newest accessory, AirTag.",0.999923858,15.24868228,0
AAPL,2021,2,270.342,Pre,34,Tim Cook,CEO,"AirTag builds on the powerful and incredibly useful Find My experience, helping users privately and securely keep track of the items that matter most to them.",0.999999609,16.24868189,0
AAPL,2021,2,279.288,Pre,35,Tim Cook,CEO,"Third-party accessories and products can also make use of the Find My network, guaranteeing a great experience no matter what products you choose to use.",-0.029512798,16.21916909,0
AAPL,2021,2,281.55,Pre,36,Tim Cook,CEO,Turning to services.,-0.001457586,16.2177115,0
AAPL,2021,2,288.643,Pre,37,Tim Cook,CEO,We achieved growth of 27% year-over-year and set new records for services in each of our geographic segments.,0.999999892,17.21771139,0
AAPL,2021,2,299.65,Pre,38,Tim Cook,CEO,We continue to enhance and improve our current service offerings from Apple Music to Apple News while continuing to launch new services that enhance our customers' lives.,0.99999997,18.21771137,0
AAPL,2021,2,307.855,Pre,39,Tim Cook,CEO,"Just last week, we introduced Apple Card Family, which reinvents how you can share credit cards and build credit together.",0.254790212,18.47250158,0
AAPL,2021,2,317.173,Pre,40,Tim Cook,CEO,"We also announced Apple Podcast Subscriptions, a global marketplace for listeners to discover premium content from their favorite creators and storytellers.",0.018357626,18.4908592,0
AAPL,2021,2,329.403,Pre,41,Tim Cook,CEO,"While we're on the topic of services, in many ways this quarter showed the unique value to customers created by Apple's belief in the deep integration of hardware, software, and services.",0.999999818,19.49085902,0
AAPL,2021,2,340.272,Pre,42,Tim Cook,CEO,"Across our products and throughout our software ecosystem, we continue to deploy industry-leading new tools to protect users' fundamental right to privacy.",0.999997802,20.49085682,0
AAPL,2021,2,351.084,Pre,43,Tim Cook,CEO,"In addition to the App Store privacy nutrition labels that we discussed on last quarter's call, we're proud to have launched the full implementation of app tracking transparency.",0.999998528,21.49085535,0
AAPL,2021,2,361.567,Pre,44,Tim Cook,CEO,This powerful yet simple idea gives users a choice over how their data is used and shared across the apps that they love and use every day.,0.999988218,22.49084357,0
AAPL,2021,2,373.73,Pre,45,Tim Cook,CEO,"No matter what device you enjoy it from, it is a milestone period for Apple TV+, racking up many new award nominations and wins, including its first Oscar nominations.",0.999488239,23.49033181,0
AAPL,2021,2,389.581,Pre,46,Tim Cook,CEO,"Ted Lasso in particular has been recognized with a multitude of awards and nominations, including most recently an AFI Program of the Year recognition, Writers Guild of America awards, and a clean sweep at the Critics' Choice Awards.",0.041305801,23.53163761,0
AAPL,2021,2,412.088,Pre,47,Tim Cook,CEO,"Apple TV Plus also continues to be a place where we can tell stories that matter and lift up important voices and experiences, like our new upcoming content partnership with Malala or our latest original documentary special, The Year the Earth Changed, narrated by the legendary David Attenborough and released to commemorate Earth Day.",0.208254078,23.73989169,0
AAPL,2021,2,421.853,Pre,48,Tim Cook,CEO,"This is, of course, just one example of how Apple lives its values and operationalizes the idea that to whom much is given, much is expected.",0.000427109,23.7403188,0
AAPL,2021,2,428.795,Pre,49,Tim Cook,CEO,"To begin with our environmental efforts, Just last week, we marked a milestone Earth Day on multiple fronts.",0.997912751,24.73823155,0
AAPL,2021,2,446.48,Pre,50,Tim Cook,CEO,"In addition to the progress we've made in our own efforts to achieve our pledge of a net zero carbon footprint by 2030 across our entire supply chain and use of our products, we're proud to play a role in the growing ripple of change taking place across the private sector.",0.999999721,25.73823127,0
AAPL,2021,2,464.634,Pre,51,Tim Cook,CEO,"As of this month, 110 of our suppliers have joined us in our renewable energy commitment and we will bring online nearly 8 gigawatts of new clean energy, the equivalent of taking 3.4 million gas-powered vehicles off the road each year.",0.085148052,25.82337932,0
AAPL,2021,2,487.301,Pre,52,Tim Cook,CEO,"Through Apple's $4.7 billion in green bonds and related efforts, we've supported transformative environmental projects around the world, from clean energy initiatives in China to two of the world's largest onshore wind turbines in Denmark, to a 180-acre solar project outside Reno, Nevada, and many more.",0.532182578,26.3555619,0
AAPL,2021,2,494.105,Pre,53,Tim Cook,CEO,We're also keenly focused on how this wave of green innovation can lead to equitably shared prosperity.,0.192131388,26.54769329,0
AAPL,2021,2,511.173,Pre,54,Tim Cook,CEO,"Through our new $200 million Restore Fund, we're helping local and rural communities around the world build sustainable industries around working forests, creating opportunities, and removing up to 1 million metric tons of carbon from the atmosphere every year.",0.99998086,27.54767415,0
AAPL,2021,2,521.496,Pre,55,Tim Cook,CEO,"And here in the United States, we started a green impact accelerator, investing and supporting minority-owned businesses at the forefront of environmental fields.",6.57E-07,27.5476748,0
AAPL,2021,2,535.122,Pre,56,Tim Cook,CEO,"As we look forward to WWDC, we're taking new steps to support and foster the unmatched community of developers we work with here in the United States and around the world.",0.99999805,28.54767285,0
AAPL,2021,2,540.944,Pre,57,Tim Cook,CEO,I'm particularly excited about our inaugural entrepreneur camp for Black founders and developers.,0.999999753,29.5476726,0
AAPL,2021,2,555.691,Pre,58,Tim Cook,CEO,"Building on the success of our Entrepreneur Camp program, which we began in 2019, this program gives this profoundly innovative community of developers the chance to develop next-level technical skills through hands-on technology labs.",0.999999973,30.54767258,0
AAPL,2021,2,563.295,Pre,59,Tim Cook,CEO,"And with our partners at Harlem Capital, it also shares insights and mentorship on building and scaling an app business.",0.014076802,30.56174938,0
AAPL,2021,2,570.499,Pre,60,Tim Cook,CEO,We were proud to announce that we have expanded and accelerated our commitment to the U.S.,0.999996965,31.56174635,0
AAPL,2021,2,570.819,Pre,61,Tim Cook,CEO,economy.,-0.879459561,30.68228678,1
AAPL,2021,2,579.199,Pre,62,Tim Cook,CEO,"Over the next five years, we will invest $430 billion, creating 20,000 jobs in the process.",1.96E-05,30.68230641,0
AAPL,2021,2,593.23,Pre,63,Tim Cook,CEO,"The investments will support American innovation and drive economic benefits in every state, including a new North Carolina campus and job-creating investments in innovative fields like silicon engineering and 5G technology.",0.99999809,31.6823045,0
AAPL,2021,2,611.702,Pre,64,Tim Cook,CEO,"Looking forward, whether you're running a business, or just hoping to see family again after more than a year, it's tempting at this moment to let hope about the end of the COVID-19 pandemic outstrip clear-eyed realism about the challenges we still face.",-0.999315526,30.68298897,0
AAPL,2021,2,621.104,Pre,65,Tim Cook,CEO,"In many places around the world, new waves of infections, driven by even more infectious variants of the virus, are driving new lockdowns.",0.033457294,30.71644626,0
AAPL,2021,2,628.305,Pre,66,Tim Cook,CEO,"Instead of simply assuming that the end is in sight, we at Apple are doing our part to make it a reality.",-0.001479821,30.71496644,0
AAPL,2021,2,638.042,Pre,67,Tim Cook,CEO,beginning with an enduring and uncompromising commitment to the health and safety of our teams and extending well beyond our walls into the communities where we work.,0.99995626,31.7149227,0
AAPL,2021,2,645.325,Pre,68,Tim Cook,CEO,We also want to do everything we can to connect users to lifesaving vaccinations that are in ever greater supply.,0.047073727,31.76199643,0
AAPL,2021,2,656.35,Pre,69,Tim Cook,CEO,"Through Apple Maps, for example, we now showcase vaccine site locations here in the United States, building on our maps of testing locations in many countries around the world.",4.26E-07,31.76199686,0
AAPL,2021,2,658.751,Pre,70,Tim Cook,CEO,It's worth remembering.,-0.000671506,31.76132535,0
AAPL,2021,2,666.455,Pre,71,Tim Cook,CEO,"for much more than financial reasons a year ago compares, just how we felt at this time last year when everything we knew had to change.",-0.614197039,31.14712831,0
AAPL,2021,2,668.316,Pre,72,Tim Cook,CEO,Plains sat grounded.,-2.10E-05,31.14710733,0
AAPL,2021,2,671.539,Pre,73,Tim Cook,CEO,Entire business districts were empty and silent.,-0.001225036,31.1458823,0
AAPL,2021,2,680.647,Pre,74,Tim Cook,CEO,People left groceries or care packages sitting in the garage or in the hall overnight in recognition of all that we didn't know and therefore had to imagine.,-0.027229889,31.11865241,0
AAPL,2021,2,692.869,Pre,75,Tim Cook,CEO,"Thanks to researchers and scientists, doctors and nurses, Everyone who can put a stripe in an arm and even just check a name off a list, we have reached new days of hopeful resolve.",0.996634771,32.11528718,0
AAPL,2021,2,705.252,Pre,76,Tim Cook,CEO,"Our work's not done, but as I said a year ago, while we can't say for sure how many chapters are in this book, we can have confidence that the ending will be a good one.",0.999998887,33.11528606,0
AAPL,2021,2,707.413,Pre,77,Tim Cook,CEO,"With that, I'll hand things over to Luca.",-0.000892833,33.11439323,0
AAPL,2021,2,708.713,Pre,78,Luca Maestri,CFO,"Thank you, Tim.",0.046782458,33.16117569,0
AAPL,2021,2,709.954,Pre,79,Luca Maestri,CFO,"Good afternoon, everyone.",0.238991696,33.40016738,0
AAPL,2021,2,714.375,Pre,80,Luca Maestri,CFO,We are extremely pleased to report record results for our March quarter.,0.999999996,34.40016738,0
AAPL,2021,2,717.942,Pre,81,Luca Maestri,CFO,despite continued uncertainty in the macro environment.,-0.999328164,33.40083922,0
AAPL,2021,2,728.648,Pre,82,Luca Maestri,CFO,"We've been operating in new ways for over a year, and we could not be more proud of the way our team continues to execute and innovate at unprecedented levels.",-0.3932917,33.00754752,0
AAPL,2021,2,738.313,Pre,83,Luca Maestri,CFO,"Our revenue reached a March quarter record of 89.6 billion, an increase of over 31 billion, or 54% from a year ago.",0.999999895,34.00754741,0
AAPL,2021,2,752.689,Pre,84,Luca Maestri,CFO,"We grew very strong double digits in each of our product categories, with all-time records for Mac and for services and March quarter records for iPhone and for wearables, home, and accessories.",0.999999997,35.00754741,0
AAPL,2021,2,762.193,Pre,85,Luca Maestri,CFO,We also set new March quarter records in every geographic segment with growth of at least 35% in each one of them.,0.999999755,36.00754716,0
AAPL,2021,2,770.757,Pre,86,Luca Maestri,CFO,"Products revenue was a March quarter record of $72.7 billion, up 62% over a year ago.",0.999999998,37.00754716,1
AAPL,2021,2,784.314,Pre,87,Luca Maestri,CFO,"As a result of this level of sales performance, and the unmatched loyalty of our customers, our installed base of active devices reached a new all-time record in each of our major product categories.",0.999999984,38.00754714,0
AAPL,2021,2,792.46,Pre,88,Luca Maestri,CFO,"Our services set an all-time record of $16.9 billion, growing 27% over a year ago.",0.999999994,39.00754714,0
AAPL,2021,2,798.766,Pre,89,Luca Maestri,CFO,We established new records in each geographic segment and in most service categories.,0.999946677,40.00749381,0
AAPL,2021,2,803.71,Pre,90,Luca Maestri,CFO,I will provide more details about the performance of our services business later.,5.95E-06,40.00749976,0
AAPL,2021,2,818.23,Pre,91,Luca Maestri,CFO,"Company gross margin was 42.5%, up 270 basis points from last quarter, driven by cost savings, a strong mix, and favorable foreign exchange.",0.999999997,41.00749976,0
AAPL,2021,2,831.32,Pre,92,Luca Maestri,CFO,"Products gross margin was 36.1%, growing 100 basis points sequentially, also thanks to cost savings and effects, partially offset by seasonal loss of leverage.",0.999999136,42.0074989,0
AAPL,2021,2,841.882,Pre,93,Luca Maestri,CFO,"Services gross margin was 70.1%, up 170 basis points sequentially, mainly due to a different mix.",0.999994031,43.00749293,0
AAPL,2021,2,856.113,Pre,94,Luca Maestri,CFO,"Net income of $23.6 billion, diluted earnings per share of $1.40, and operating cash flow of $24 billion were all March quarter records by a wide margin.",0.999999895,44.00749282,0
AAPL,2021,2,860.556,Pre,95,Luca Maestri,CFO,Let me get into more detail for each of our revenue categories.,1.12E-06,44.00749394,0
AAPL,2021,2,872.185,Pre,96,Luca Maestri,CFO,"iPhone revenues had a March quarter record of $47.9 billion, growing 66% year-over-year, as the iPhone 12 family continued to be in high demand.",0.999999997,45.00749394,0
AAPL,2021,2,883.267,Pre,97,Luca Maestri,CFO,Performance was consistently strong across the world as we grew strong double digits in each geographic segment and set March quarter records in most markets we track.,0.999999998,46.00749394,0
AAPL,2021,2,893.274,Pre,98,Luca Maestri,CFO,"Thanks to the exceptional loyalty of our customer base and strength of our ecosystem, our active installed base of iPhones reached a new all-time high.",0.99999999,47.00749393,0
AAPL,2021,2,905.056,Pre,99,Luca Maestri,CFO,"In the U.S., the latest survey of consumers from 451 Research indicates customer satisfaction of over 99% for the iPhone 12 family.",0.957786895,47.96528082,0
AAPL,2021,2,919.909,Pre,100,Luca Maestri,CFO,"Turning to services, we reached an all-time revenue record of $16.9 billion with all-time records for the App Store, cloud services, music, video, advertising, and payment services.",0.999999891,48.96528071,0
AAPL,2021,2,938.26,Pre,101,Luca Maestri,CFO,"Our new service offerings, Apple TV+, Apple Arcade, Apple News+, Apple Card, Apple Fitness+, as well as the Apple One bundle, continue to scale across users, content, and features, and are contributing to overall services growth.",0.999997886,49.9652786,0
AAPL,2021,2,943.523,Pre,102,Luca Maestri,CFO,The key drivers for our services business all continue to move in the right direction.,0.70450792,50.66978652,0
AAPL,2021,2,950.929,Pre,103,Luca Maestri,CFO,"First, our install-based growth has accelerated, and reached an all-time high across each major product category.",0.999999991,51.66978651,0
AAPL,2021,2,965.558,Pre,104,Luca Maestri,CFO,"Second, the number of both transacting and paid accounts on our digital content stores reached a new all-time high during the March quarter, with paid accounts increasing double digits in each of our geographic segments.",0.999998675,52.66978519,0
AAPL,2021,2,970.621,Pre,105,Luca Maestri,CFO,"Third, paid subscriptions continue to show strong growth.",0.999999994,53.66978518,0
AAPL,2021,2,982.779,Pre,106,Luca Maestri,CFO,"During the March quarter, we added more than 40 million paid subs sequentially and we have now reached more than 660 million paid subscriptions across the services on our platform.",0.87604411,54.54582929,0
AAPL,2021,2,992.827,Pre,107,Luca Maestri,CFO,This is up 145 million from just a year ago and twice the number of paid subscriptions we had only two and a half years ago.,0.999898808,55.5457281,0
AAPL,2021,2,1003.916,Pre,108,Luca Maestri,CFO,"Finally, we're adding new services that we think our customers will love while also continuing to improve the breadth and quality of our current service offerings.",0.999999978,56.54572808,0
AAPL,2021,2,1021.228,Pre,109,Luca Maestri,CFO,"For example, Apple Arcade launched its biggest expansion yet, adding incredibly fun games to the catalog, including new exclusive arcade originals, along with two entirely new categories, App Store Greats and Timeless Classics.",0.008081043,56.55380912,0
AAPL,2021,2,1030.392,Pre,110,Luca Maestri,CFO,"Apple Pay continues to expand geographically, launching in Mexico and in South Africa, bringing our payment service to six continents.",0.395003417,56.94881254,0
AAPL,2021,2,1043.032,Pre,111,Luca Maestri,CFO,"Wearables, homes, and accessories grew 25% year over year to $7.8 billion, setting new March quarter revenue records in every geographic segment.",0.999999996,57.94881253,0
AAPL,2021,2,1053.218,Pre,112,Luca Maestri,CFO,"Apple Watch continues to extend its reach, with nearly 75% of the customers purchasing Apple Watch during the quarter being new to the product.",0.993590986,58.94240352,0
AAPL,2021,2,1065.079,Pre,113,Luca Maestri,CFO,"We are very excited about the future of this category and believe that our integration of hardware, software, and services uniquely positions us to provide great customer experiences in this category.",0.999999998,59.94240352,0
AAPL,2021,2,1068.12,Pre,114,Luca Maestri,CFO,"Next, I'd like to talk about MAC.",-0.000333159,59.94207036,0
AAPL,2021,2,1087.99,Pre,115,Luca Maestri,CFO,"We set an all-time revenue record of $9.1 billion, up 70% over last year, and grew very strongly in each geographic segment, with all-time revenue records in Europe and rest of Asia Pacific, and March quarter records in the Americas, greater China, and Japan.",0.999999998,60.94207035,0
AAPL,2021,2,1096.309,Pre,116,Luca Maestri,CFO,This amazing performance was driven by the very enthusiastic customer response to our new Macs powered by the M1 chip.,0.999999989,61.94207034,0
AAPL,2021,2,1103.063,Pre,117,Luca Maestri,CFO,"iPad performance was also outstanding, with revenue of $7.8 billion, up 79%.",0.999999997,62.94207034,0
AAPL,2021,2,1112.817,Pre,118,Luca Maestri,CFO,"We grew very strongly in every geographic segment, with an all-time record in Japan and a much broader record in the rest of Asia Pacific.",0.999999998,63.94207034,0
AAPL,2021,2,1133.459,Pre,119,Luca Maestri,CFO,"Both Mac and iPad are incredibly relevant products for our customers, in the current working and learning environments, and we are delighted that the most recent surveys of US consumers from 451 Research measured customer satisfaction at 91% for Mac and 94% for iPad.",0.999999994,64.94207033,0
AAPL,2021,2,1148.597,Pre,120,Luca Maestri,CFO,"With this level of customer satisfaction, and with around half of the customers purchasing Mac and iPad during the quarter being new to that product, the active install base for both products continues to grow nicely and reach new all-time highs.",0.99999999,65.94207032,0
AAPL,2021,2,1160.947,Pre,121,Luca Maestri,CFO,"In the enterprise market, customers across many industries are accelerating their adoption of iPhone 12 and 5G as a key platform for the future of their business.",0.999790738,66.94186106,0
AAPL,2021,2,1173.457,Pre,122,Luca Maestri,CFO,"Delta Airlines, for example, is putting iPhone 12 and 5G connectivity into the hands of flight attendants so they can provide the best passenger service possible as air travel rebounds.",0.999999885,67.94186094,0
AAPL,2021,2,1186.016,Pre,123,Luca Maestri,CFO,Openreach in the UK has started equipping tens of thousands of field engineers with iPhone 12 to speed up their deployment of broadband services to homes around the country.,0.001033845,67.94289479,0
AAPL,2021,2,1200.402,Pre,124,Luca Maestri,CFO,"And UC Health, a large healthcare provider in Colorado, was able to reduce per patient vaccination time from three minutes to only 30 seconds, largely by moving from PC stations to iPhones.",0.982218735,68.92511352,0
AAPL,2021,2,1209.478,Pre,125,Luca Maestri,CFO,This has allowed their staff to rapidly scan and register new patients and vastly increase their daily vaccination capacity.,0.999999621,69.92511315,0
AAPL,2021,2,1213.741,Pre,126,Luca Maestri,CFO,Let me now turn to our cash position.,-0.00066229,69.92445086,0
AAPL,2021,2,1219.084,Pre,127,Luca Maestri,CFO,We ended the quarter with over $204 billion in cash plus marketable securities.,4.76E-05,69.9244985,0
AAPL,2021,2,1229.29,Pre,128,Luca Maestri,CFO,"We issued $14 billion of new term debt and retired $3.5 billion of term debt, leaving us with total debt of almost $122 billion.",-7.75E-06,69.92449074,0
AAPL,2021,2,1234.826,Pre,129,Luca Maestri,CFO,"As a result, net cash was $83 billion at the end of the quarter.",2.62E-05,69.92451696,0
AAPL,2021,2,1242.691,Pre,130,Luca Maestri,CFO,This strong position allows us to continue to invest confidently in our future while also returning value to our shareholders.,0.999999993,70.92451695,0
AAPL,2021,2,1259.984,Pre,131,Luca Maestri,CFO,"We are innovating and investing at an unprecedented pace, including accelerating our investment in the United States with our new commitment to contribute more than $430 billion and 20,000 jobs to the country over the next five years.",0.999998641,71.92451559,0
AAPL,2021,2,1271.077,Pre,132,Luca Maestri,CFO,"As we continue to execute at an extremely high level, we were also able to return nearly $23 billion to shareholders during the March quarter.",0.999999993,72.92451559,0
AAPL,2021,2,1280.765,Pre,133,Luca Maestri,CFO,This included $3.4 billion in dividends and equivalents and $19 billion through open market repurchases of 147 million Apple shares.,6.69E-06,72.92452227,0
AAPL,2021,2,1289.271,Pre,134,Luca Maestri,CFO,We continue to believe there is great value in our stock and maintain our target of reaching a net cash neutral position over time.,0.999999862,73.92452214,0
AAPL,2021,2,1294.046,Pre,135,Luca Maestri,CFO,Given the confidence we have in our business today and into the future.,0.999995349,74.92451749,0
AAPL,2021,2,1299.309,Pre,136,Luca Maestri,CFO,Our board has authorized an additional $90 billion for share repurchases.,2.76E-05,74.92454506,1
AAPL,2021,2,1310.895,Pre,137,Luca Maestri,CFO,"We're also raising our dividend by 7% to 22 cents per share, and we continue to plan for annual increases in the dividend going forward.",0.999999636,75.9245447,0
AAPL,2021,2,1323.652,Pre,138,Luca Maestri,CFO,"As we move ahead into the June quarter, I'd like to review our outlook, which includes the types of forward-looking information that Tejas referred to at the beginning of the call.",-3.43E-05,75.92451036,0
AAPL,2021,2,1341.287,Pre,139,Luca Maestri,CFO,"Given the continued uncertainty around the world in the near term, we are not providing revenue guidance, but we are sharing some directional insights, assuming that the COVID-related impacts to our business do not worsen from what we have seen today for the current quarter.",-0.751707271,75.17280309,0
AAPL,2021,2,1348.613,Pre,140,Luca Maestri,CFO,We expect our June quarter revenue to grow strong double digits year over year.,0.999999997,76.17280309,0
AAPL,2021,2,1358.333,Pre,141,Luca Maestri,CFO,"However, we believe that the sequential revenue decline from the March quarter to the June quarter will be greater than in prior years for two reasons.",-0.999974679,75.17282841,0
AAPL,2021,2,1369.138,Pre,142,Luca Maestri,CFO,"First, keep in mind that due to the later launch timing and strong demand, iPhone only achieved supply-demand balance during the March quarter.",0.999999978,76.17282839,0
AAPL,2021,2,1372.879,Pre,143,Luca Maestri,CFO,This will cause a steeper sequential decline than usual.,-0.999855575,75.17297281,0
AAPL,2021,2,1382.021,Pre,144,Luca Maestri,CFO,"Second, we believe supply constraints we'll have a revenue impact of $3 to $4 billion in the June quarter.",-0.999985527,74.17298728,0
AAPL,2021,2,1386.552,Pre,145,Luca Maestri,CFO,We expect gross margin to be between 41.5% and 42.5%.,-1.10E-05,74.17297631,0
AAPL,2021,2,1388.883,Pre,146,Luca Maestri,CFO,We expect OPEX to be between $11.1 and $11.3 billion.,-4.21E-06,74.1729721,0
AAPL,2021,2,1394.555,Pre,147,Luca Maestri,CFO,"We expect OINE to be around $50 million, and our tax rate to be around 14.5%.",-9.51E-06,74.1729626,0
AAPL,2021,2,1422.804,Pre,148,Luca Maestri,CFO,"Finally, reflecting the approved 7% dividend increase I just mentioned, today our Board of Directors has declared a cash dividend of 22 cents per share of common stock, payable on May 13, 2021, to shareholders of record as of May 10, 2021.",0.087650833,74.26061343,0
AAPL,2021,2,1425.796,Pre,149,Luca Maestri,CFO,"With that, let's open the call to questions.",-0.000804856,74.25980857,0
AAPL,2021,2,1428.317,Pre,150,Tejas Ghala,"Director, Investor Relations and Corporate Finance","Thank you, Luca.",0.098819412,74.35862799,0
